Product ID,Product Name,Supplier,Warehouse Location,Demand Forecast,Inventory Level,Lead Time (Days),Transportation Cost ($),Order Quantity,Delivery Time (Days)
P0391,Product_391,Supplier D,Chicago,3965,3556,13,191.37,385,7
P0392,Product_392,Supplier B,Chicago,4861,1966,15,433.73,691,10
P0393,Product_393,Supplier D,Miami,5996,1099,15,460.5,383,10
P0394,Product_394,Supplier C,Miami,713,506,12,213.16,286,12
P0395,Product_395,Supplier D,Los Angeles,2721,3771,28,220.32,762,14
P0396,Product_396,Supplier B,Houston,4586,4303,22,196.91,436,1
P0397,Product_397,Supplier D,Miami,196,434,8,92.33,756,2
P0398,Product_398,Supplier A,Houston,4995,1741,19,130.69,93,8
P0399,Product_399,Supplier B,Houston,3104,3862,16,384.87,345,11
P0400,Product_400,Supplier B,Los Angeles,307,158,19,280.73,164,7
P0401,Product_401,Supplier D,Chicago,8823,291,23,205.26,986,13
P0402,Product_402,Supplier D,New York,6757,4047,21,255.98,544,6
P0403,Product_403,Supplier C,New York,1581,4152,20,490.29,737,14
P0404,Product_404,Supplier C,Los Angeles,2837,1796,15,423.49,396,14
P0405,Product_405,Supplier D,New York,2100,1368,9,87.76,569,14
P0406,Product_406,Supplier B,Chicago,2294,2387,28,457.23,480,10
P0407,Product_407,Supplier A,Miami,8496,2751,28,410.85,808,4
P0408,Product_408,Supplier C,Miami,5862,3425,7,450.83,330,10
P0409,Product_409,Supplier C,Los Angeles,5132,4727,17,241.33,874,3
P0410,Product_410,Supplier D,New York,7885,611,3,482.93,521,7
P0411,Product_411,Supplier D,New York,9757,4485,21,369.58,281,11
P0412,Product_412,Supplier A,Houston,3908,2213,5,135.54,279,13
P0413,Product_413,Supplier D,Miami,2604,1824,17,97.53,83,15
P0414,Product_414,Supplier B,New York,2743,2514,4,283.7,996,13
P0415,Product_415,Supplier C,Houston,7727,74,5,250.71,469,1
P0416,Product_416,Supplier A,Houston,6351,1328,2,331.14,908,5
P0417,Product_417,Supplier B,Houston,1337,4310,16,405.79,982,12
P0418,Product_418,Supplier A,Chicago,8446,2043,29,314.98,120,1
P0419,Product_419,Supplier B,Chicago,5075,3220,5,430.82,552,14
P0420,Product_420,Supplier B,New York,4177,1864,22,129.05,952,4
P0421,Product_421,Supplier D,Houston,4520,68,7,123.54,301,1
P0422,Product_422,Supplier A,Houston,647,647,10,367.05,707,1
P0423,Product_423,Supplier B,Chicago,123,740,15,73.11,92,10
P0424,Product_424,Supplier C,Los Angeles,9366,615,8,306.56,916,7
P0425,Product_425,Supplier C,Los Angeles,3884,2708,17,302.76,525,4
P0426,Product_426,Supplier C,Chicago,9937,1076,23,296.25,595,15
P0427,Product_427,Supplier A,Houston,1592,1074,27,313.35,132,12
P0428,Product_428,Supplier B,New York,5304,2971,10,51.46,226,11
P0429,Product_429,Supplier C,Houston,5434,3920,15,447.93,482,4
P0430,Product_430,Supplier B,Miami,5128,4799,27,372.33,666,11
P0431,Product_431,Supplier C,New York,8003,3637,7,428.43,282,9
P0432,Product_432,Supplier A,Chicago,1657,2880,21,311.86,510,9
P0433,Product_433,Supplier B,Miami,2922,3264,14,116.76,224,9
P0434,Product_434,Supplier A,Los Angeles,8237,2182,8,174.89,860,5
P0435,Product_435,Supplier D,New York,8826,3908,29,322.1,454,15
P0436,Product_436,Supplier C,Chicago,1992,1884,11,333.48,201,8
P0437,Product_437,Supplier C,New York,6868,907,6,251.94,429,3
P0438,Product_438,Supplier A,New York,9828,3311,22,138.57,68,2
P0439,Product_439,Supplier B,Chicago,2910,2353,11,398.47,234,6
P0440,Product_440,Supplier C,Chicago,7493,3563,4,462.05,825,5
P0441,Product_441,Supplier B,Houston,9626,2673,18,284.66,100,11
P0442,Product_442,Supplier A,New York,4752,4008,23,385.8,890,10
P0443,Product_443,Supplier B,New York,2104,3819,20,135.5,545,6
P0444,Product_444,Supplier A,Houston,588,3880,22,263.88,793,1
P0445,Product_445,Supplier B,Chicago,2153,2666,9,469.01,416,8
P0446,Product_446,Supplier A,Miami,3071,318,11,165.08,240,5
P0447,Product_447,Supplier B,New York,473,410,2,401.39,311,10
P0448,Product_448,Supplier B,Miami,3542,4369,25,285.03,534,13
P0449,Product_449,Supplier A,Houston,3971,3661,10,206.96,886,14
P0450,Product_450,Supplier C,Los Angeles,6357,1681,23,163.92,326,15
P0451,Product_451,Supplier D,Los Angeles,2388,559,7,181.01,262,15
P0452,Product_452,Supplier C,Los Angeles,1977,3719,20,395.1,525,11
P0453,Product_453,Supplier A,Los Angeles,1783,3459,18,185.75,210,5
P0454,Product_454,Supplier B,New York,3916,4287,28,197.45,711,14
P0455,Product_455,Supplier A,Houston,1963,1994,5,372.46,876,10
P0456,Product_456,Supplier C,Houston,3966,2245,23,154.57,404,9
P0457,Product_457,Supplier C,Houston,9007,1097,21,81.35,284,11
P0458,Product_458,Supplier D,Los Angeles,9498,1685,19,361.44,744,5
P0459,Product_459,Supplier B,New York,8820,3366,13,396.81,760,6
P0460,Product_460,Supplier D,Miami,3573,2398,29,477.94,330,2
P0461,Product_461,Supplier B,Houston,4337,3702,23,73.8,900,11
P0462,Product_462,Supplier B,Miami,2968,4907,9,236.77,800,4
P0463,Product_463,Supplier A,Miami,8475,1834,24,235.25,487,8
P0464,Product_464,Supplier B,Chicago,7868,1036,30,283.45,369,4
P0465,Product_465,Supplier A,Los Angeles,5820,4425,8,488.39,687,9
P0466,Product_466,Supplier C,Chicago,9452,1801,25,75.62,688,10
P0467,Product_467,Supplier B,New York,3665,4237,3,212.26,312,8
P0468,Product_468,Supplier C,Los Angeles,7727,3446,28,336.17,607,11
P0469,Product_469,Supplier A,Houston,1491,1778,29,181.53,324,8
P0470,Product_470,Supplier D,Miami,5610,190,20,100.94,581,5
P0471,Product_471,Supplier C,Miami,5998,4285,25,438.54,703,8
P0472,Product_472,Supplier C,Miami,1991,1984,5,233.16,861,13
P0473,Product_473,Supplier C,Houston,3591,1548,19,486.14,518,10
P0474,Product_474,Supplier B,Miami,204,1662,6,96.18,208,4
P0475,Product_475,Supplier D,Los Angeles,3444,481,6,465.78,929,12
P0476,Product_476,Supplier C,New York,6950,4027,29,473.23,742,10
P0477,Product_477,Supplier D,New York,9636,2936,2,160.75,665,10
P0478,Product_478,Supplier B,Miami,4492,3946,21,98.64,781,8
P0479,Product_479,Supplier C,Miami,6715,7,27,248.08,203,11
P0480,Product_480,Supplier D,New York,1828,2024,4,488.36,878,6
P0481,Product_481,Supplier C,New York,5779,2783,30,454.17,999,6
P0482,Product_482,Supplier C,Miami,3452,3242,9,213.58,90,8
P0483,Product_483,Supplier A,Miami,6175,4305,11,344.63,217,3
P0484,Product_484,Supplier D,Miami,9646,2775,6,181.52,293,10
P0485,Product_485,Supplier C,New York,2058,3896,25,263.7,350,11
P0486,Product_486,Supplier B,New York,2199,1261,3,462.52,988,14
P0487,Product_487,Supplier B,Los Angeles,1883,3349,27,282.56,468,6
P0488,Product_488,Supplier A,Los Angeles,194,2434,15,382.99,650,10
P0489,Product_489,Supplier C,Houston,1018,4797,28,332.81,891,14
P0490,Product_490,Supplier D,New York,1538,1100,20,65.24,77,5
P0491,Product_491,Supplier B,New York,4709,4163,17,158.98,362,7
P0492,Product_492,Supplier C,Miami,116,4390,15,325.91,222,6
P0493,Product_493,Supplier C,Chicago,1584,4809,4,276.8,314,6
P0494,Product_494,Supplier C,Houston,4786,4417,16,350.86,980,12
P0495,Product_495,Supplier A,Houston,7208,4752,11,453.63,87,12
P0496,Product_496,Supplier C,Houston,8149,3576,6,112.51,206,14
P0497,Product_497,Supplier C,Miami,8869,3161,18,410.58,446,14
P0498,Product_498,Supplier B,Houston,9535,4460,17,217.01,162,12
P0499,Product_499,Supplier A,Miami,4782,4532,10,391.7,628,5
P0500,Product_500,Supplier B,Chicago,5473,488,16,468.25,840,8
P0501,Product_501,Supplier A,Houston,8892,1125,30,126.23,657,7
P0502,Product_502,Supplier B,Houston,2680,1439,30,337.05,273,4
P0503,Product_503,Supplier B,Houston,257,4111,7,319.47,162,1
P0504,Product_504,Supplier A,New York,3202,2007,5,482.68,976,7
P0505,Product_505,Supplier D,Chicago,1612,3862,3,391.19,951,8
P0506,Product_506,Supplier B,Los Angeles,2711,3453,22,357.71,384,6
P0507,Product_507,Supplier B,Houston,9727,2894,13,291.27,618,1
P0508,Product_508,Supplier A,Los Angeles,5580,2177,15,230.24,366,10
P0509,Product_509,Supplier C,Chicago,4800,2845,5,159.35,797,14
P0510,Product_510,Supplier A,New York,6930,3506,24,471.06,265,3
P0511,Product_511,Supplier A,Houston,7103,3090,17,89.37,706,15
P0512,Product_512,Supplier D,New York,2322,1114,8,304.35,258,8
P0513,Product_513,Supplier A,New York,8170,4308,26,159.11,222,11
P0514,Product_514,Supplier D,Houston,9364,3455,10,291.59,98,11
P0515,Product_515,Supplier D,Miami,2828,2527,22,381.71,455,15
P0516,Product_516,Supplier D,Los Angeles,1362,2489,10,66.71,319,7
P0517,Product_517,Supplier B,Los Angeles,2852,673,27,357.94,409,11
P0518,Product_518,Supplier B,Los Angeles,6805,2889,24,332.43,651,12
P0519,Product_519,Supplier D,Miami,3135,2495,3,358.29,892,1
P0520,Product_520,Supplier B,Houston,6828,4983,21,343.56,457,14
P0521,Product_521,Supplier D,Chicago,9738,1624,4,449.04,293,1
P0522,Product_522,Supplier C,Los Angeles,1546,1200,27,127.77,624,4
P0523,Product_523,Supplier D,Los Angeles,7905,3161,5,66.07,895,15
P0524,Product_524,Supplier B,Chicago,8757,3611,4,243.69,564,11
P0525,Product_525,Supplier A,Houston,174,2446,13,243.85,305,3
P0526,Product_526,Supplier A,Miami,5531,4120,28,92.01,350,8
P0527,Product_527,Supplier A,Los Angeles,8756,633,15,395.79,679,10
P0528,Product_528,Supplier A,Chicago,5884,2948,6,224.57,530,15
P0529,Product_529,Supplier D,Miami,9066,55,2,156.88,506,15
P0530,Product_530,Supplier C,Chicago,7978,1748,30,465.54,240,5
P0531,Product_531,Supplier B,Houston,2105,3507,7,134.1,67,7
P0532,Product_532,Supplier D,Los Angeles,5246,2614,29,473.99,180,5
P0533,Product_533,Supplier D,Miami,8912,121,13,257.29,309,9
P0534,Product_534,Supplier A,Miami,5506,1796,12,184.94,690,14
P0535,Product_535,Supplier A,Chicago,5859,549,14,308.78,277,3
P0536,Product_536,Supplier A,Houston,3957,770,2,437.03,920,12
P0537,Product_537,Supplier B,Chicago,372,2089,14,93.08,599,2
P0538,Product_538,Supplier C,Miami,1494,73,29,343.22,511,3
P0539,Product_539,Supplier D,New York,6964,4307,9,321.67,982,10
P0540,Product_540,Supplier C,Miami,8921,2537,18,364.77,871,11
P0541,Product_541,Supplier D,Los Angeles,7200,2544,4,383.33,278,7
P0542,Product_542,Supplier B,Houston,6594,3779,22,337.36,200,8
P0543,Product_543,Supplier B,New York,7039,3684,25,452.5,676,13
P0544,Product_544,Supplier A,Los Angeles,6724,1149,7,396.09,702,14
P0545,Product_545,Supplier B,Miami,1208,391,26,473.4,914,14
P0546,Product_546,Supplier A,Miami,6317,4368,3,160.2,922,13
P0547,Product_547,Supplier B,Chicago,2518,4789,13,413.89,167,3
P0548,Product_548,Supplier D,Chicago,8137,4121,30,341.03,679,6
P0549,Product_549,Supplier D,New York,2250,2253,4,224.4,335,12
P0550,Product_550,Supplier D,Miami,7945,1053,9,144.42,782,10
P0551,Product_551,Supplier A,Houston,7780,1116,24,454.63,411,1
P0552,Product_552,Supplier B,Houston,5735,1963,22,112.48,805,11
P0553,Product_553,Supplier C,Houston,6416,4421,19,225.16,1000,12
P0554,Product_554,Supplier D,Los Angeles,1808,1096,2,374.17,145,4
P0555,Product_555,Supplier C,Los Angeles,217,1155,18,146.96,602,8
P0556,Product_556,Supplier A,Chicago,5658,3255,7,283.25,250,4
P0557,Product_557,Supplier A,Miami,5003,3436,30,462.69,602,4
P0558,Product_558,Supplier C,Los Angeles,8629,3412,23,273.1,411,3
P0559,Product_559,Supplier C,Los Angeles,6743,4441,5,365.6,630,12
P0560,Product_560,Supplier B,Miami,7139,1823,26,58.77,595,6
P0561,Product_561,Supplier C,New York,9070,3597,18,315.04,432,2
P0562,Product_562,Supplier C,Chicago,5561,572,4,271.2,535,3
P0563,Product_563,Supplier C,Chicago,9072,2379,23,494.3,201,14
P0564,Product_564,Supplier D,New York,9272,623,4,170.38,285,14
P0565,Product_565,Supplier C,Miami,4481,2358,24,422.28,217,4
P0566,Product_566,Supplier A,Los Angeles,8158,1462,2,314.03,196,3
P0567,Product_567,Supplier A,Houston,429,2776,26,185.49,97,5
P0568,Product_568,Supplier A,Chicago,739,385,19,343.19,845,1
P0569,Product_569,Supplier B,Chicago,2262,2459,12,326.23,117,5
P0570,Product_570,Supplier D,Miami,124,4041,24,436.15,365,3
P0571,Product_571,Supplier D,Chicago,9236,2070,19,352.03,292,6
P0572,Product_572,Supplier A,Chicago,6746,2444,24,493.59,727,2
P0573,Product_573,Supplier A,Houston,9869,4601,4,213.09,912,3
P0574,Product_574,Supplier A,New York,2595,3602,5,179.38,494,11
P0575,Product_575,Supplier C,Miami,7744,1716,29,262.46,888,8
P0576,Product_576,Supplier B,Los Angeles,8507,621,29,55.44,690,1
P0577,Product_577,Supplier D,Los Angeles,7299,1988,11,458.94,449,2
P0578,Product_578,Supplier C,Houston,7633,2255,21,141.84,333,7
P0579,Product_579,Supplier A,Chicago,7414,1728,12,395.38,893,11
P0580,Product_580,Supplier A,Los Angeles,1591,611,10,239.85,845,6
P0581,Product_581,Supplier D,Miami,4227,1350,29,322.61,786,4
P0582,Product_582,Supplier D,New York,427,2121,7,169.84,167,13
P0583,Product_583,Supplier B,Los Angeles,5454,2365,13,407.4,99,4
P0584,Product_584,Supplier D,New York,6993,24,8,297.17,896,6
P0585,Product_585,Supplier A,New York,9538,3434,27,457.9,664,11
P0586,Product_586,Supplier D,Miami,7964,2390,7,458.48,711,8
P0587,Product_587,Supplier D,New York,274,1366,26,68.52,143,11
P0588,Product_588,Supplier A,New York,6764,13,3,302.53,102,9
P0589,Product_589,Supplier B,New York,6610,653,17,332.8,806,2
P0590,Product_590,Supplier D,Miami,5625,1999,8,398.1,759,7
P0591,Product_591,Supplier B,Houston,7562,3869,23,159.52,405,7
P0592,Product_592,Supplier A,Houston,1827,1045,15,228.63,198,6
P0593,Product_593,Supplier C,Los Angeles,8945,4977,4,114.59,136,1
P0594,Product_594,Supplier C,New York,2111,2447,23,484.28,946,2
P0595,Product_595,Supplier B,Los Angeles,5275,4713,25,83.26,427,11
P0596,Product_596,Supplier C,Miami,5313,2414,11,428.33,849,11
P0597,Product_597,Supplier D,New York,7007,216,23,358.27,416,7
P0598,Product_598,Supplier A,New York,9456,2684,13,235.09,177,6
P0599,Product_599,Supplier D,Houston,7183,2329,10,433.34,817,9
P0600,Product_600,Supplier C,Los Angeles,2958,1415,7,332.1,199,2
P0601,Product_601,Supplier A,Miami,3441,2629,30,403.83,546,14
P0602,Product_602,Supplier A,New York,7649,1429,5,407.34,678,10
P0603,Product_603,Supplier D,Miami,7384,4284,7,129.94,994,7
P0604,Product_604,Supplier D,Los Angeles,4153,491,10,401.96,269,1
P0605,Product_605,Supplier A,Miami,9362,4662,2,239.08,758,4
P0606,Product_606,Supplier C,Los Angeles,7735,2027,5,213.56,341,3
P0607,Product_607,Supplier C,New York,1710,2876,12,211.76,847,6
P0608,Product_608,Supplier B,Miami,5941,2082,24,353.69,698,13
P0609,Product_609,Supplier B,Chicago,7253,2736,6,134.81,806,14
P0610,Product_610,Supplier C,New York,4536,222,15,197.57,946,12
P0611,Product_611,Supplier D,Miami,8463,705,3,105.93,572,3
P0612,Product_612,Supplier C,Chicago,5026,4675,9,169.92,523,10
P0613,Product_613,Supplier B,Miami,8290,1856,10,394.12,387,6
P0614,Product_614,Supplier B,Miami,3173,2747,24,439.24,453,15
P0615,Product_615,Supplier A,Los Angeles,3577,3941,2,214.44,191,14
P0616,Product_616,Supplier C,Miami,2060,4887,18,423.07,527,4
P0617,Product_617,Supplier D,Los Angeles,8904,3327,12,197.89,58,8
P0618,Product_618,Supplier D,Houston,4903,1938,18,163.72,299,13
P0619,Product_619,Supplier D,Chicago,5706,1616,19,394.24,871,10
P0620,Product_620,Supplier A,Los Angeles,607,3919,10,445.42,543,14
P0621,Product_621,Supplier C,Miami,9998,522,11,265.34,385,5
P0622,Product_622,Supplier D,Houston,6042,797,22,264.51,932,3
P0623,Product_623,Supplier C,Miami,8637,4212,6,257.06,224,12
P0624,Product_624,Supplier A,New York,3184,3040,10,342.63,278,12
P0625,Product_625,Supplier C,Miami,3506,2513,11,154.46,986,15
P0626,Product_626,Supplier D,New York,4949,4102,10,101.58,685,12
P0627,Product_627,Supplier D,New York,8446,225,14,164.75,683,7
P0628,Product_628,Supplier B,Chicago,5350,4851,12,174.22,558,10
P0629,Product_629,Supplier C,Chicago,6475,1809,12,222.42,934,12
P0630,Product_630,Supplier B,Miami,8862,2102,23,53.53,288,9
P0631,Product_631,Supplier B,Miami,8957,1060,24,281.22,238,14
P0632,Product_632,Supplier C,Los Angeles,6312,2858,25,499.11,558,13
P0633,Product_633,Supplier A,Miami,3468,3007,25,346.19,462,5
P0634,Product_634,Supplier D,Chicago,4361,4649,25,254.15,124,10
P0635,Product_635,Supplier C,Houston,6732,3975,22,346.73,733,12
P0636,Product_636,Supplier A,Los Angeles,9130,1255,30,113.75,619,1
P0637,Product_637,Supplier A,Los Angeles,6579,60,5,445.41,355,12
P0638,Product_638,Supplier D,New York,1348,2716,2,307.81,783,12
P0639,Product_639,Supplier D,Los Angeles,936,1368,3,119.07,450,3
P0640,Product_640,Supplier A,Houston,2612,1165,13,94.34,60,14
P0641,Product_641,Supplier C,Miami,8166,1975,24,172.95,64,11
P0642,Product_642,Supplier A,Miami,8116,1378,20,50.38,185,13
P0643,Product_643,Supplier A,Miami,9087,2321,24,418.14,615,11
P0644,Product_644,Supplier A,Los Angeles,4165,70,19,133.63,705,3
P0645,Product_645,Supplier B,Houston,8927,1483,11,209.66,704,2
P0646,Product_646,Supplier C,New York,6887,2418,13,487.25,287,1
P0647,Product_647,Supplier A,Miami,9326,2800,18,253.5,411,9
P0648,Product_648,Supplier D,Los Angeles,8383,858,19,325.81,280,12
P0649,Product_649,Supplier A,Miami,1487,2809,23,310.84,326,13
P0650,Product_650,Supplier D,Miami,8291,3169,9,133.07,146,7
P0651,Product_651,Supplier D,Houston,2081,1349,29,240.89,631,11
P0652,Product_652,Supplier D,Houston,5435,4878,2,100.76,105,3
P0653,Product_653,Supplier C,Houston,6930,847,4,202.66,433,9
P0654,Product_654,Supplier D,New York,2343,1739,13,133.13,399,3
P0655,Product_655,Supplier D,Miami,8988,796,14,436.86,581,13
P0656,Product_656,Supplier D,Houston,3664,1376,8,50.59,70,6
P0657,Product_657,Supplier D,New York,5555,175,10,230.32,880,15
P0658,Product_658,Supplier B,Miami,1867,844,16,137.34,305,8
P0659,Product_659,Supplier A,Miami,7999,2526,22,255.6,904,5
P0660,Product_660,Supplier A,New York,7458,2843,30,385.55,742,13
P0661,Product_661,Supplier A,Houston,3133,161,14,300.48,629,8
P0662,Product_662,Supplier A,New York,8184,3507,7,252.36,870,1
P0663,Product_663,Supplier D,Chicago,9856,1572,15,162.4,512,14
P0664,Product_664,Supplier D,Houston,6845,1108,19,346.62,861,6
P0665,Product_665,Supplier A,Miami,2956,4293,3,87.77,869,3
P0666,Product_666,Supplier D,Chicago,8215,3210,2,425.95,540,14
P0667,Product_667,Supplier A,Houston,3288,1904,23,259.43,871,12
P0668,Product_668,Supplier D,Chicago,2192,1409,22,173.37,602,5
P0669,Product_669,Supplier C,Chicago,9179,1753,15,393.81,708,5
P0670,Product_670,Supplier C,New York,7887,668,23,192.1,859,14
P0671,Product_671,Supplier C,New York,5740,492,10,427.08,948,14
P0672,Product_672,Supplier C,Houston,1393,3358,21,379.86,721,10
P0673,Product_673,Supplier D,Chicago,1482,2771,30,245.45,788,14
P0674,Product_674,Supplier C,Miami,217,2262,4,411.08,318,9
P0675,Product_675,Supplier A,Houston,6405,4118,21,252.64,160,9
P0676,Product_676,Supplier D,Miami,3765,2121,13,365.33,317,6
P0677,Product_677,Supplier A,Chicago,9820,2017,11,179.54,259,9
P0678,Product_678,Supplier A,Chicago,4451,484,16,292.63,591,15
P0679,Product_679,Supplier D,Miami,2448,941,23,470.5,671,10
P0680,Product_680,Supplier C,New York,9936,4790,7,237.9,54,12
P0681,Product_681,Supplier A,Houston,6663,2184,30,467.13,925,13
P0682,Product_682,Supplier B,Miami,5854,774,23,182.99,882,8
P0683,Product_683,Supplier D,Houston,9087,3889,8,443.65,188,1
P0684,Product_684,Supplier A,Los Angeles,3605,1574,18,467.51,846,1
P0685,Product_685,Supplier C,Houston,8083,444,28,241.56,429,10
P0686,Product_686,Supplier C,Miami,2808,2259,30,103.28,988,7
P0687,Product_687,Supplier C,Miami,3894,3153,12,403.79,299,2
P0688,Product_688,Supplier D,Miami,4251,4741,23,381.77,721,8
P0689,Product_689,Supplier D,Chicago,1437,3015,16,272.65,390,9
P0690,Product_690,Supplier B,New York,3487,3847,11,255.71,55,8
P0691,Product_691,Supplier D,Miami,2722,4835,2,93.85,258,2
P0692,Product_692,Supplier A,Chicago,8431,807,11,438.71,364,1
P0693,Product_693,Supplier C,New York,9589,2464,16,468.24,809,15
P0694,Product_694,Supplier B,New York,5264,2775,15,440.29,619,2
P0695,Product_695,Supplier A,Miami,5594,4000,27,440.94,583,12
P0696,Product_696,Supplier D,Miami,4047,1010,22,397.43,870,2
P0697,Product_697,Supplier B,Miami,9572,1298,19,185.95,850,13
P0698,Product_698,Supplier D,Los Angeles,2522,4276,17,394.14,432,14
P0699,Product_699,Supplier B,Miami,5164,202,19,68.59,530,4
P0700,Product_700,Supplier C,New York,9371,3853,28,275.63,997,2
P0701,Product_701,Supplier A,Los Angeles,1885,4278,9,95.01,930,15
P0702,Product_702,Supplier C,Los Angeles,1108,25,23,351.72,711,6
P0703,Product_703,Supplier D,Los Angeles,7850,4062,17,405.96,67,5
P0704,Product_704,Supplier C,Chicago,1274,4692,4,367.29,467,5
P0705,Product_705,Supplier C,Miami,3140,3566,16,81.6,932,14
P0706,Product_706,Supplier D,New York,8451,4453,12,497.0,752,9
P0707,Product_707,Supplier B,New York,472,1003,30,148.76,281,9
P0708,Product_708,Supplier C,Los Angeles,9375,4575,21,99.59,471,14
P0709,Product_709,Supplier A,New York,4105,4546,5,182.85,902,4
P0710,Product_710,Supplier B,Houston,8553,4216,20,98.49,111,4
P0711,Product_711,Supplier B,Miami,961,3637,27,298.29,457,2
P0712,Product_712,Supplier C,Chicago,5818,1874,6,83.67,703,5
